# ----------------------------------------
# CitationFormatChecker
# Events: Event name-Tab 3
# 20251201-20251228
# ----------------------------------------

,,Segment,Exclude Israel,Exclude Israel,Exclude Israel,Exclude Israel,Totals,Totals,Totals,Totals
Event name,Landing page,Session source / medium,Event count,Total users,Event count per active user,Total revenue,Event count,Total users,Event count per active user,Total revenue
scroll,/cite-nature-reviews-disease-primers-apa,(direct) / (none),2,2,1,0,2,2,1,0
scroll,/cite-nutrients-apa,(direct) / (none),2,2,1,0,2,2,1,0
scroll,/cite-physical-review-letters-apa,(direct) / (none),2,2,1,0,2,2,1,0
scroll,/guide/apa-vs-mla-vs-chicago,(direct) / (none),2,2,1,0,2,2,1,0
scroll,/guide/apa-vs-mla-vs-chicago,yahoo / organic,2,2,1,0,2,2,1,0
scroll,/how-to-cite-book-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
scroll,/how-to-cite-encyclopedia-apa,(direct) / (none),2,2,1,0,2,2,1,0
scroll,/how-to-cite-tv-episode-apa,(direct) / (none),2,2,1,0,2,2,1,0
scroll_depth,/cite-harvard-business-review-apa,google / organic,2,1,2,0,2,1,2,0
scroll_depth,/cite-jstor-apa,bing / organic,2,1,2,0,2,1,2,0
scroll_depth,/how-to-cite-blog-apa,bing / organic,2,1,2,0,2,1,2,0
scroll_depth,/how-to-cite-book-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
scroll_depth,/how-to-cite-facebook-apa,bing / organic,2,1,2,0,2,1,2,0
scroll_depth,/how-to-cite-instagram-apa,ph.search.yahoo.com / referral,2,1,2,0,2,1,2,0
scroll_depth,/how-to-cite-working-paper-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
session_start,/cite-aaai-conference-on-artificial-intelligence-apa,google / organic,2,1,2,0,2,1,2,0
session_start,/cite-arxiv-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/cite-arxiv-apa,perplexity.ai / referral,2,2,1,0,2,2,1,0
session_start,/cite-bbc-news-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/cite-bmj-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/cite-britannica-apa,(direct) / (none),2,1,2,0,2,1,2,0
session_start,/cite-britannica-apa,duckduckgo / organic,2,2,1,0,2,2,1,0
session_start,/cite-britannica-apa,yahoo / organic,2,2,1,0,2,2,1,0
session_start,/cite-chemical-engineering-journal-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-environmental-science-and-pollution-research-apa,google / organic,2,1,2,0,2,1,2,0
session_start,/cite-epa-apa,perplexity.ai / referral,2,1,2,0,2,1,2,0
session_start,/cite-ieeecvf-conference-on-computer-vision-and-pattern-recognition-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-journal-of-environmental-management-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-journal-of-materials-chemistry-a-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-lancet-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-merriam-webster-apa,(direct) / (none),2,1,2,0,2,1,2,0
session_start,/cite-merriam-webster-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/cite-merriam-webster-apa,perplexity / (not set),2,1,2,0,2,1,2,0
session_start,/cite-nature-nanotechnology-apa,google / organic,2,2,1,0,2,2,1,0
session_start,/cite-nature-reviews-disease-primers-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-new-york-times-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
session_start,/cite-npr-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/cite-npr-apa,duckduckgo / organic,2,2,1,0,2,2,1,0
session_start,/cite-nutrients-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-physical-review-letters-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-plant-physiology-apa,(direct) / (none),2,1,2,0,2,1,2,0
session_start,/cite-pubmed-apa,yahoo / organic,2,2,1,0,2,2,1,0
session_start,/cite-science-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-science-of-the-total-environment-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-strategic-management-journal-apa,google / organic,2,1,2,0,2,1,2,0
session_start,/cite-the-astrophysical-journal-apa,google / organic,2,2,1,0,2,2,1,0
session_start,/cite-the-lancet-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/cite-the-new-england-journal-of-medicine-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/cite-the-quarterly-journal-of-economics-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-tourism-management-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/cite-tourism-management-apa,google / organic,2,1,2,0,2,1,2,0
session_start,/cite-youtube-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/guide/apa-7th-edition-changes,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/guide/apa-7th-edition-complete-guide,chatgpt.com / referral,2,1,2,0,2,1,2,0
session_start,/guide/apa-citation-workflow,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/guide/apa-citations-nursing,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/guide/apa-title-page,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/guide/apa-title-page,bing / organic,2,2,1,0,2,2,1,0
session_start,/guide/validate-reference-list,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/how-to-check-capitalization-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/how-to-check-capitalization-apa,perplexity.ai / referral,2,1,2,0,2,1,2,0
session_start,/how-to-check-citation-consistency-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/how-to-check-et-al-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/how-to-check-volume-issue-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/how-to-cite-blog-apa,perplexity.ai / referral,2,2,1,0,2,2,1,0
session_start,/how-to-cite-conference-paper-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/how-to-cite-conference-paper-apa,chatgpt.com / referral,2,2,1,0,2,2,1,0
session_start,/how-to-cite-facebook-apa,chatgpt.com / (not set),2,2,1,0,2,2,1,0
session_start,/how-to-cite-facebook-apa,chatgpt.com / referral,2,2,1,0,2,2,1,0
session_start,/how-to-cite-facebook-apa,duckduckgo / organic,2,2,1,0,2,2,1,0
session_start,/how-to-cite-film-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/how-to-cite-government-report-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/how-to-cite-government-report-apa,perplexity.ai / referral,2,2,1,0,2,2,1,0
session_start,/how-to-cite-linkedin-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/how-to-cite-linkedin-apa,duckduckgo / organic,2,2,1,0,2,2,1,0
session_start,/how-to-cite-patent-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/how-to-cite-press-release-apa,bing / organic,2,2,1,0,2,2,1,0
session_start,/how-to-cite-software-apa,yahoo / organic,2,2,1,0,2,2,1,0
session_start,/how-to-cite-ted-talk-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/how-to-cite-twitter-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/how-to-cite-white-paper-apa,(direct) / (none),2,2,1,0,2,2,1,0
session_start,/how-to-cite-wikipedia-apa,yahoo / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-aaai-conference-on-artificial-intelligence-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/cite-arxiv-apa,bing / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-bbc-news-apa,bing / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-britannica-apa,duckduckgo / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-britannica-apa,yahoo / organic,2,1,2,0,2,1,2,0
user_engagement,/cite-cdc-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/cite-cdc-apa,yahoo / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-circulation-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/cite-google-scholar-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/cite-harvard-business-review-apa,bing / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-harvard-business-review-apa,google / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-merriam-webster-apa,bing / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-new-york-times-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/cite-npr-apa,bing / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-npr-apa,duckduckgo / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-the-astrophysical-journal-apa,google / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-the-lancet-apa,bing / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-the-new-england-journal-of-medicine-apa,bing / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-the_guardian-apa,bing / organic,2,2,1,0,2,2,1,0
user_engagement,/cite-tourism-management-apa,google / organic,2,1,2,0,2,1,2,0
user_engagement,/guide/apa-citations-education,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/guide/apa-graduate-students,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/guide/apa-in-text-citations,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/guide/apa-title-page,bing / organic,2,2,1,0,2,2,1,0
user_engagement,/guide/apa-vs-mla-vs-chicago,yahoo / organic,2,2,1,0,2,2,1,0
user_engagement,/guide/fix-apa-citation-errors,google / organic,2,1,2,0,2,1,2,0
user_engagement,/guide/validate-reference-list,chatgpt.com / referral,2,1,2,0,2,1,2,0
user_engagement,/how-to-cite-blog-apa,perplexity.ai / referral,2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-book-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
user_engagement,/how-to-cite-book-chapter-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-conference-paper-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-dictionary-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-edited-book-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-facebook-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-facebook-apa,chatgpt.com / referral,2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-government-report-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-instagram-apa,ph.search.yahoo.com / referral,2,1,2,0,2,1,2,0
user_engagement,/how-to-cite-magazine-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-newspaper-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-press-release-apa,bing / organic,2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-thesis-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-twitter-apa,bing / organic,2,1,2,0,2,1,2,0
user_engagement,/how-to-cite-working-paper-apa,(direct) / (none),2,2,1,0,2,2,1,0
user_engagement,/how-to-cite-working-paper-apa,chatgpt.com / referral,2,2,1,0,2,2,1,0
validation_attempted,/how-to-cite-conference-paper-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
validation_attempted,/how-to-cite-linkedin-apa,bing / organic,2,2,1,0,2,2,1,0
citation_validated,/cite-jstor-apa,bing / organic,1,1,1,0,1,1,1,0
citation_validated,/how-to-cite-facebook-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
citation_validated,/how-to-cite-facebook-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
citation_validated,/how-to-cite-facebook-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
citation_validated,/how-to-cite-instagram-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
citation_validated,/how-to-cite-linkedin-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
citation_validated,/how-to-cite-twitter-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
citation_validated,/how-to-cite-working-paper-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
click,/cite-meeting-of-the-association-for-computational-linguistics-acl-apa,google / organic,1,1,1,0,1,1,1,0
editor_cleared,/cite-apa-journal-apa,bing / organic,1,1,1,0,1,1,1,0
editor_cleared,/cite-harvard-business-review-apa,google / organic,1,1,1,0,1,1,1,0
editor_cleared,/cite-jstor-apa,bing / organic,1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-blog-apa,bing / organic,1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-book-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-conference-paper-apa,bing / organic,1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-conference-paper-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-facebook-apa,bing / organic,1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-facebook-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-facebook-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-instagram-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-linkedin-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-twitter-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
editor_cleared,/how-to-cite-working-paper-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
editor_focused,/cite-jstor-apa,bing / organic,1,1,1,0,1,1,1,0
editor_focused,/how-to-cite-facebook-apa,bing / organic,1,1,1,0,1,1,1,0
editor_focused,/how-to-cite-facebook-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
editor_focused,/how-to-cite-facebook-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
editor_focused,/how-to-cite-instagram-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
editor_focused,/how-to-cite-linkedin-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
editor_focused,/how-to-cite-twitter-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
editor_focused,/how-to-cite-working-paper-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
file_download,/how-to-cite-book-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-aaai-conference-on-artificial-intelligence-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-aaai-conference-on-artificial-intelligence-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-acs-nano-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-advances-in-physics-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-american-economic-review-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-american-sociological-review-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-angewandte-chemie-international-edition-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-apa-journal-apa,malaysia.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-arxiv-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
first_visit,/cite-associated-press-apa,de.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-bbc-news-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-bbc-news-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-bloomberg-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-bloomberg-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
first_visit,/cite-bloomberg-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-bmj-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-britannica-apa,copilot.com / (not set),1,1,1,0,1,1,1,0
first_visit,/cite-britannica-apa,m.facebook.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-britannica-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-business-strategy-and-the-environment-apa,copilot.microsoft.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-cdc-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-chemical-engineering-journal-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-cnn-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-conference-on-empirical-methods-in-natural-language-processing-emnlp-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-developmental-psychology-apa,perplexity / (not set),1,1,1,0,1,1,1,0
first_visit,/cite-environmental-science-and-pollution-research-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-epa-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
first_visit,/cite-european-conference-on-computer-vision-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-fda-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/cite-frontiers-in-immunology-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-frontiers-in-psychology-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-frontiers-in-psychology-apa,perplexity / (not set),1,1,1,0,1,1,1,0
first_visit,/cite-harvard-business-review-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/cite-ieee-internet-of-things-journal-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-ieee-internet-of-things-journal-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-ieee-internet-of-things-journal-apa,copilot.microsoft.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-ieee-transactions-on-pattern-analysis-and-machine-intelligence-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-ieeecvf-international-conference-on-computer-vision-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-ieeecvf-international-conference-on-computer-vision-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-international-conference-on-machine-learning-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-international-journal-of-biological-macromolecules-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-international-journal-of-biological-macromolecules-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-international-journal-of-molecular-sciences-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-international-journal-of-molecular-sciences-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
first_visit,/cite-jama-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-jama-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-jama-network-open-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-jama-network-open-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-journal-of-business-ethics-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-journal-of-financial-economics-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-journal-of-molecular-biology-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-jstor-apa,cn.bing.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-machine-learning-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-machine-learning-apa,copilot.microsoft.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-meeting-of-the-association-for-computational-linguistics-acl-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-meeting-of-the-association-for-computational-linguistics-acl-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-merriam-webster-apa,de.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-merriam-webster-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
first_visit,/cite-merriam-webster-apa,perplexity / (not set),1,1,1,0,1,1,1,0
first_visit,/cite-morbidity-and-mortality-weekly-report-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
first_visit,/cite-morbidity-and-mortality-weekly-report-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-nature-apa,de.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-nature-communications-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-nature-medicine-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-new-england-journal-medicine-apa,cn.bing.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-new-york-times-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-new-york-times-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/cite-nih-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-nih-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-plant-physiology-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-pubmed-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-pubmed-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-renewable-energy-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-renewable-energy-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
first_visit,/cite-reuters-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-reuters-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-reuters-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/cite-science-advances-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-sensors-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-signal-transduction-and-targeted-therapy-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-signal-transduction-and-targeted-therapy-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/cite-small-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-social-forces-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-social-psychology-personality-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-sociology-health-illness-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-strategic-management-journal-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-strategic-management-journal-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-supreme-court-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-sustainability-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-sustainability-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-technological-forecasting-and-social-change-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-the-astrophysical-journal-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-the-lancet-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-the-lancet-infectious-diseases-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-the-lancet-oncology-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-the-new-england-journal-of-medicine-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-the-new-england-journal-of-medicine-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-the-new-england-journal-of-medicine-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/cite-the-review-of-financial-studies-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-the_guardian-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
first_visit,/cite-tiktok-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-tourism-management-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/cite-trends-in-food-science-technology-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-washington_post-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-water-research-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-white-house-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-white-house-apa,safe.menlosecurity.com / referral,1,1,1,0,1,1,1,0
first_visit,/cite-white-house-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/cite-wikipedia-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/cite-world-politics-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/guide/apa-7th-edition,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/guide/apa-7th-edition,chatgpt.com / (not set),1,1,1,0,1,1,1,0
first_visit,/guide/apa-7th-edition-complete-guide,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/guide/apa-citation-errors,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/guide/apa-citation-errors,google / organic,1,1,1,0,1,1,1,0
first_visit,/guide/apa-citations-psychology,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/guide/apa-vs-mla-vs-chicago,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/guide/apa-vs-mla-vs-chicago,in.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/guide/check-apa-citations,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/guide/fix-apa-citation-errors,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/guide/fix-apa-citation-errors,bing / organic,1,1,1,0,1,1,1,0
first_visit,/guide/fix-apa-citation-errors,google / organic,1,1,1,0,1,1,1,0
first_visit,/guide/validate-reference-list,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/guides,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-check-ampersand-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-check-capitalization-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-check-italics-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-check-video-citations-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-check-volume-issue-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-check-volume-issue-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-artwork-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-cite-blog-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-cite-blog-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-blog-apa,ca.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-book-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-book-chapter-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-conference-paper-apa,google / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-dataset-apa,ecosia.org / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-dictionary-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-ebook-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-cite-edited-book-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-facebook-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-facebook-apa,poe.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-facebook-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-film-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-government-report-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
first_visit,/how-to-cite-instagram-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-magazine-apa,bing / organic,1,1,1,0,1,1,1,0
